date,code,close,volumn,return,change,marketcap
2020-11-19,601857,4.24,724517,-0.47,-0.02,7778.39
2020-11-20,601857,4.24,756790,0,0,7778.39
2020-11-23,601857,4.31,1969083,1.65,0.07,7778.39
2020-11-24,601857,4.33,1222292,0.46,0.02,7778.39
2020-11-25,601857,4.31,2227867,-0.46,-0.02,7778.39
2020-11-26,601857,4.29,1051281,-0.46,-0.02,7851.6
2020-11-27,601857,4.3,1251679,0.23,0.01,7851.6
2020-11-30,601857,4.31,1902986,0.23,0.01,7851.6
2020-12-01,601857,4.3,1038980,-0.23,-0.01,7851.6
2020-12-02,601857,4.3,857867,0,0,7851.6
2020-12-03,601857,4.3,766024,0,0,7851.6
2020-12-04,601857,4.29,811279,-0.23,-0.01,7851.6
2020-12-07,601857,4.24,849105,-1.17,-0.05,7851.6
2020-12-08,601857,4.21,600077,-0.71,-0.03,7851.6
2020-12-09,601857,4.18,603967,-0.71,-0.03,7851.6
2020-12-10,601857,4.19,628460,0.24,0.01,7851.6
2020-12-11,601857,4.22,906357,0.72,0.03,7851.6
2020-12-14,601857,4.19,645642,-0.71,-0.03,7851.6
2020-12-15,601857,4.15,680783,-0.95,-0.04,7851.6
2020-12-16,601857,4.15,430621,0,0,7595.37
2020-12-17,601857,4.22,778133,1.69,0.07,7595.37
2020-12-18,601857,4.26,985449,0.95,0.04,7595.37
2020-12-21,601857,4.25,732509,-0.23,-0.01,7595.37
2020-12-22,601857,4.14,1009001,-2.59,-0.11,7595.37
2020-12-23,601857,4.14,657830,0,0,7595.37
2020-12-24,601857,4.16,541349,0.48,0.02,7595.37
2020-12-25,601857,4.17,421831,0.24,0.01,7595.37
2020-12-28,601857,4.14,759572,-0.72,-0.03,7595.37
2020-12-29,601857,4.13,759610,-0.24,-0.01,7595.37
2020-12-30,601857,4.13,500126,0,0,7595.37
2020-12-31,601857,4.15,612641,0.48,0.02,7595.37
2021-01-04,601857,4.19,969071,0.96,0.04,7595.37
2021-01-05,601857,4.18,818516,-0.24,-0.01,7650.28
2021-01-06,601857,4.25,1386652,1.67,0.07,7650.28
2021-01-07,601857,4.25,1130851,0,0,7650.28
2021-01-08,601857,4.29,1524213,0.94,0.04,7650.28
2021-01-11,601857,4.22,1196414,-1.63,-0.07,7650.28
2021-01-12,601857,4.31,1438888,2.13,0.09,7650.28
2021-01-13,601857,4.36,1852909,1.16,0.05,7650.28
2021-01-14,601857,4.33,1285606,-0.69,-0.03,7650.28
2021-01-15,601857,4.28,1467945,-1.15,-0.05,7833.3
2021-01-18,601857,4.25,907184,-0.7,-0.03,7833.3
2021-01-19,601857,4.26,748038,0.24,0.01,7833.3
2021-01-20,601857,4.27,810316,0.23,0.01,7833.3
2021-01-21,601857,4.25,717675,-0.47,-0.02,7833.3
2021-01-22,601857,4.18,985882,-1.65,-0.07,7833.3
2021-01-25,601857,4.15,793407,-0.72,-0.03,7595.37
2021-01-26,601857,4.16,605119,0.24,0.01,7595.37
2021-01-27,601857,4.15,720896,-0.24,-0.01,7595.37
2021-01-28,601857,4.13,808105,-0.48,-0.02,7595.37
2021-01-29,601857,4.09,857502,-0.97,-0.04,7595.37
2021-02-01,601857,4.08,779918,-0.24,-0.01,7595.37
2021-02-02,601857,4.09,636643,0.25,0.01,7595.37
2021-02-03,601857,4.09,541300,0,0,7595.37
2021-02-04,601857,4.09,813472,0,0,7485.56
2021-02-05,601857,4.09,604962,0,0,7485.56
2021-02-08,601857,4.12,700484,0.73,0.03,7485.56
2021-02-09,601857,4.17,1001748,1.21,0.05,7485.56
2021-02-10,601857,4.2,890650,0.72,0.03,7485.56
2021-02-18,601857,4.38,4537014,4.29,0.18,7485.56
2021-02-19,601857,4.32,2094405,-1.37,-0.06,7485.56
2021-02-22,601857,4.45,3600959,3.01,0.13,7485.56
2021-02-23,601857,4.48,2623273,0.67,0.03,7485.56
2021-02-24,601857,4.36,2211931,-2.68,-0.12,7979.71
2021-02-25,601857,4.43,1903642,1.61,0.07,7979.71
2021-02-26,601857,4.36,1298608,-1.58,-0.07,7979.71
2021-03-01,601857,4.37,1125002,0.23,0.01,7979.71
2021-03-02,601857,4.27,1581205,-2.29,-0.1,7979.71
2021-03-03,601857,4.31,1037069,0.94,0.04,7979.71
2021-03-04,601857,4.33,1207978,0.46,0.02,7979.71
2021-03-05,601857,4.42,2121771,2.08,0.09,7979.71
2021-03-08,601857,4.51,3174768,2.04,0.09,7979.71
2021-03-09,601857,4.47,1981757,-0.89,-0.04,7979.71
2021-03-10,601857,4.39,1169710,-1.79,-0.08,7979.71
2021-03-11,601857,4.44,1066022,1.14,0.05,7979.71
2021-03-12,601857,4.45,1081477,0.23,0.01,7979.71
2021-03-15,601857,4.51,1434318,1.35,0.06,7979.71
2021-03-16,601857,4.47,929659,-0.89,-0.04,8181.04
2021-03-17,601857,4.44,928780,-0.67,-0.03,8181.04
2021-03-18,601857,4.41,776134,-0.68,-0.03,8181.04
2021-03-19,601857,4.32,1461098,-2.04,-0.09,8181.04
2021-03-22,601857,4.36,751876,0.93,0.04,8181.04
2021-03-23,601857,4.32,637298,-0.92,-0.04,8181.04
2021-03-24,601857,4.27,880911,-1.16,-0.05,8181.04
2021-03-25,601857,4.28,653114,0.23,0.01,8181.04
2021-03-26,601857,4.29,591740,0.23,0.01,7851.6
2021-03-29,601857,4.3,855421,0.23,0.01,7851.6
2021-03-30,601857,4.3,690643,0,0,7851.6
2021-03-31,601857,4.3,731929,0,0,7851.6
2021-04-01,601857,4.28,602538,-0.47,-0.02,7851.6
2021-04-02,601857,4.28,655117,0,0,7851.6
2021-04-06,601857,4.25,636932,-0.7,-0.03,7851.6
2021-04-07,601857,4.27,692010,0.47,0.02,7851.6
2021-04-08,601857,4.26,614596,-0.23,-0.01,7851.6
2021-04-09,601857,4.27,709024,0.23,0.01,7851.6
2021-04-12,601857,4.28,713422,0.23,0.01,7851.6
2021-04-13,601857,4.25,727180,-0.7,-0.03,7851.6
2021-04-14,601857,4.25,473144,0,0,7851.6
2021-04-15,601857,4.27,610204,0.47,0.02,7815
2021-04-16,601857,4.31,842987,0.94,0.04,7815
2021-04-19,601857,4.29,928417,-0.46,-0.02,7815
2021-04-20,601857,4.27,551239,-0.47,-0.02,7815
2021-04-21,601857,4.23,815961,-0.94,-0.04,7815
2021-04-22,601857,4.17,1629497,-1.42,-0.06,7815
2021-04-23,601857,4.17,568130,0,0,7815
2021-04-26,601857,4.17,554343,0,0,7815
2021-04-27,601857,4.14,599983,-0.72,-0.03,7815
2021-04-28,601857,4.17,456538,0.72,0.03,7815
2021-04-29,601857,4.2,698191,0.72,0.03,7815
2021-04-30,601857,4.25,1384814,1.19,0.05,7815
2021-05-06,601857,4.38,2700550,3.06,0.13,7815
2021-05-07,601857,4.44,2453754,1.37,0.06,7815
2021-05-10,601857,4.58,3213358,3.15,0.14,7815
2021-05-11,601857,4.56,2211700,-0.44,-0.02,7815
2021-05-12,601857,4.69,2463119,2.85,0.13,7815
2021-05-13,601857,4.69,2053805,0,0,7815
2021-05-14,601857,4.65,2032162,-0.85,-0.04,7815
2021-05-17,601857,4.66,1572319,0.22,0.01,7815
2021-05-18,601857,4.87,2864499,4.51,0.21,7815
2021-05-19,601857,4.8,1462802,-1.44,-0.07,7815
2021-05-20,601857,4.66,1802003,-2.92,-0.14,7815
2021-05-21,601857,4.69,1305720,0.64,0.03,7815
2021-05-24,601857,4.62,1365567,-1.49,-0.07,7815
2021-05-25,601857,4.72,1662661,2.16,0.1,8638.59
2021-05-26,601857,4.68,997478,-0.85,-0.04,8638.59
2021-05-27,601857,4.64,1045859,-0.85,-0.04,8638.59
2021-05-28,601857,4.67,781853,0.65,0.03,8638.59
2021-05-31,601857,4.62,884064,-1.07,-0.05,8638.59
2021-06-01,601857,4.71,1284599,1.95,0.09,8638.59
2021-06-02,601857,4.71,1322939,0,0,8638.59
2021-06-03,601857,4.75,1328689,0.85,0.04,8638.59
2021-06-04,601857,4.69,1111744,-1.26,-0.06,8583.68
2021-06-07,601857,4.75,1068026,1.28,0.06,8583.68
2021-06-08,601857,4.72,809200,-0.63,-0.03,8583.68
2021-06-09,601857,4.89,2286462,3.6,0.17,8583.68
2021-06-10,601857,4.91,1464946,0.41,0.02,8583.68
2021-06-11,601857,5.19,4398713,5.7,0.28,8583.68
2021-06-15,601857,5.23,3298848,0.77,0.04,8583.68
2021-06-16,601857,5.31,3272438,1.53,0.08,8583.68
2021-06-17,601857,5.23,2822193,-1.51,-0.08,8583.68
2021-06-18,601857,5.15,1966820,-1.53,-0.08,8583.68
2021-06-21,601857,5.11,1862333,-0.78,-0.04,8583.68
2021-06-22,601857,5.38,3011015,5.28,0.27,8583.68
2021-06-23,601857,5.38,1797703,0,0,8583.68
2021-06-24,601857,5.39,1323524,0.19,0.01,9864.83
2021-06-25,601857,5.41,2171730,0.37,0.02,9864.83
2021-06-28,601857,5.35,1604964,-1.11,-0.06,9864.83
2021-06-29,601857,5.24,1660826,-2.06,-0.11,9864.83
2021-06-30,601857,5.29,1041356,0.95,0.05,9864.83
2021-07-01,601857,5.24,1318342,-0.95,-0.05,9864.83
2021-07-02,601857,5.23,2282634,-0.19,-0.01,9864.83
2021-07-05,601857,5.19,1685007,-0.76,-0.04,9864.83
2021-07-06,601857,5.25,1084489,1.16,0.06,9864.83
2021-07-07,601857,5.12,1767700,-2.48,-0.13,9864.83
2021-07-08,601857,4.99,2014392,-2.54,-0.13,9864.83
2021-07-09,601857,4.99,1403228,0,0,9864.83
2021-07-12,601857,4.93,1511921,-1.2,-0.06,9864.83
2021-07-13,601857,4.95,1302438,0.41,0.02,9864.83
2021-07-14,601857,4.88,1326311,-1.41,-0.07,8931.42
2021-07-15,601857,4.86,1635330,-0.41,-0.02,8931.42
2021-07-16,601857,4.82,1094563,-0.82,-0.04,8931.42
2021-07-19,601857,4.74,1323065,-1.66,-0.08,8931.42
2021-07-20,601857,4.7,1895540,-0.84,-0.04,8931.42
2021-07-21,601857,4.68,919568,-0.43,-0.02,8931.42
2021-07-22,601857,4.74,1681879,1.28,0.06,8931.42
2021-07-23,601857,4.71,1138084,-0.63,-0.03,8931.42
2021-07-26,601857,4.63,1409861,-1.7,-0.08,8931.42
2021-07-27,601857,4.7,1852509,1.51,0.07,8931.42
2021-07-28,601857,4.65,1562981,-1.06,-0.05,8931.42
2021-07-29,601857,4.64,1267603,-0.22,-0.01,8931.42
2021-07-30,601857,4.68,1206529,0.86,0.04,8931.42
2021-08-02,601857,4.67,1454451,-0.21,-0.01,8931.42
2021-08-03,601857,4.58,1280180,-1.93,-0.09,8382.36
2021-08-04,601857,4.61,829719,0.66,0.03,8382.36
2021-08-05,601857,4.56,999712,-1.08,-0.05,8382.36
2021-08-06,601857,4.55,940953,-0.22,-0.01,8382.36
2021-08-09,601857,4.54,800721,-0.22,-0.01,8382.36
2021-08-10,601857,4.55,898600,0.22,0.01,8382.36
2021-08-11,601857,4.61,1433989,1.32,0.06,8382.36
2021-08-12,601857,4.6,937874,-0.22,-0.01,8382.36
2021-08-13,601857,4.55,953219,-1.09,-0.05,8327.45
2021-08-16,601857,4.6,1284904,1.1,0.05,8327.45
2021-08-17,601857,4.53,1414046,-1.52,-0.07,8327.45
2021-08-18,601857,4.54,1145507,0.22,0.01,8327.45
2021-08-19,601857,4.44,1410525,-2.2,-0.1,8327.45
2021-08-20,601857,4.4,1324970,-0.9,-0.04,8327.45
2021-08-23,601857,4.43,1002811,0.68,0.03,8107.83
2021-08-24,601857,4.51,1345910,1.81,0.08,8107.83
2021-08-25,601857,4.61,1369775,2.22,0.1,8107.83
2021-08-26,601857,4.65,1588485,0.87,0.04,8107.83
2021-08-27,601857,4.73,1648295,1.72,0.08,8107.83
2021-08-30,601857,4.86,2403491,2.75,0.13,8107.83
2021-08-31,601857,4.94,2166718,1.65,0.08,8107.83
2021-09-01,601857,4.93,1773358,-0.2,-0.01,8107.83
2021-09-02,601857,4.96,1471801,0.61,0.03,9077.84
2021-09-03,601857,5.05,1800424,1.81,0.09,9077.84
2021-09-06,601857,5.01,1338878,-0.79,-0.04,9077.84
2021-09-07,601857,5.13,2047435,2.4,0.12,9077.84
2021-09-08,601857,5.16,1431153,0.58,0.03,9077.84
2021-09-09,601857,5.27,2552545,2.13,0.11,9077.84
2021-09-10,601857,5.19,2113731,-1.52,-0.08,9077.84
2021-09-13,601857,5.5,3914450,5.97,0.31,9077.84
2021-09-14,601857,5.71,6600459,3.82,0.21,9077.84
2021-09-15,601857,5.99,5927286,4.9,0.28,9077.84
2021-09-16,601857,5.95,5418312,-0.67,-0.04,9077.84
2021-09-17,601857,5.7,4317243,-4.2,-0.25,9077.84
2021-09-22,601857,6.11,4905012,7.19,0.41,11182.58
2021-09-23,601857,5.99,4337376,-1.96,-0.12,11182.58
2021-09-24,601857,5.97,3700975,-0.33,-0.02,11182.58
2021-09-27,601857,6.21,5651826,4.02,0.24,11182.58
2021-09-28,601857,6.49,5588388,4.51,0.28,11182.58
2021-09-29,601857,6.04,5801199,-6.93,-0.45,11182.58
2021-09-30,601857,6.01,3316225,-0.5,-0.03,11182.58
2021-10-08,601857,6.28,3762908,4.49,0.27,11182.58
2021-10-11,601857,6.15,2638857,-2.07,-0.13,11182.58
2021-10-12,601857,6,3008476,-2.44,-0.15,10981.26
2021-10-13,601857,5.75,3831238,-4.17,-0.25,10981.26
2021-10-14,601857,5.7,1937262,-0.87,-0.05,10981.26
2021-10-15,601857,5.95,3019901,4.39,0.25,10981.26
2021-10-18,601857,6.01,2036433,1.01,0.06,10981.26
2021-10-19,601857,5.96,1800808,-0.83,-0.05,10981.26
2021-10-20,601857,5.85,1612080,-1.85,-0.11,10981.26
2021-10-21,601857,5.88,1541798,0.51,0.03,10981.26
2021-10-22,601857,5.7,1998793,-3.06,-0.18,10432.2
2021-10-25,601857,5.91,2156761,3.68,0.21,10432.2
2021-10-26,601857,5.85,1326763,-1.02,-0.06,10432.2
2021-10-27,601857,5.81,1480119,-0.68,-0.04,10432.2
2021-10-28,601857,5.45,3090019,-6.2,-0.36,10432.2
2021-10-29,601857,5.48,2165150,0.55,0.03,10432.2
2021-11-01,601857,5.38,1750522,-1.82,-0.1,9846.53
2021-11-02,601857,5.27,2082806,-2.04,-0.11,9846.53
2021-11-03,601857,5.18,1654093,-1.71,-0.09,9846.53
2021-11-04,601857,5.07,2040285,-2.12,-0.11,9846.53
2021-11-05,601857,4.9,1899816,-3.35,-0.17,9846.53
2021-11-08,601857,4.93,1548335,0.61,0.03,9846.53
2021-11-09,601857,4.85,1491919,-1.62,-0.08,9846.53
2021-11-10,601857,4.85,1788557,0,0,9846.53
2021-11-11,601857,4.82,1678931,-0.62,-0.03,8821.61
2021-11-12,601857,4.81,1450042,-0.21,-0.01,8821.61
2021-11-15,601857,4.81,1231063,0,0,8821.61
2021-11-16,601857,4.77,1725119,-0.83,-0.04,8821.61
2021-11-17,601857,4.83,1275661,1.26,0.06,8821.61
2021-11-18,601857,4.77,1368661,-1.24,-0.06,8821.61
2021-11-19,601857,4.83,1502051,1.26,0.06,8821.61
2021-11-22,601857,4.85,1711208,0.41,0.02,8821.61
2021-11-23,601857,4.86,1550651,0.21,0.01,8821.61
2021-11-24,601857,4.95,1707300,1.85,0.09,8821.61
2021-11-25,601857,4.87,1163868,-1.62,-0.08,8821.61
2021-11-26,601857,4.77,1547647,-2.05,-0.1,8821.61
2021-11-29,601857,4.74,1502002,-0.63,-0.03,8821.61
2021-11-30,601857,4.71,1201127,-0.63,-0.03,8821.61
2021-12-01,601857,4.86,1505730,3.18,0.15,8894.82
2021-12-02,601857,4.89,1254352,0.62,0.03,8894.82
2021-12-03,601857,4.92,1152177,0.61,0.03,8894.82
2021-12-06,601857,4.89,1001082,-0.61,-0.03,8894.82
2021-12-07,601857,4.96,1295641,1.43,0.07,8894.82
2021-12-08,601857,5.01,1409221,1.01,0.05,8894.82
2021-12-09,601857,5.08,1346193,1.4,0.07,8894.82
2021-12-10,601857,4.97,1592311,-2.17,-0.11,8894.82
2021-12-13,601857,4.96,1158116,-0.2,-0.01,8894.82
2021-12-14,601857,4.86,1584250,-2.02,-0.1,8894.82
2021-12-15,601857,4.83,943576,-0.62,-0.03,8894.82
2021-12-16,601857,4.94,1346472,2.28,0.11,8894.82
2021-12-17,601857,4.94,1057375,0,0,8894.82
2021-12-20,601857,4.85,1069757,-1.82,-0.09,8894.82
2021-12-21,601857,4.9,760046,1.03,0.05,8968.03
2021-12-22,601857,4.89,1097239,-0.2,-0.01,8968.03
2021-12-23,601857,5.03,2116517,2.86,0.14,8968.03
2021-12-24,601857,4.94,1071870,-1.79,-0.09,8968.03
2021-12-27,601857,4.95,773641,0.2,0.01,8968.03
2021-12-28,601857,4.93,1143254,-0.4,-0.02,8968.03
2021-12-29,601857,4.91,751128,-0.41,-0.02,8968.03
2021-12-30,601857,4.9,906081,-0.2,-0.01,8968.03
2021-12-31,601857,4.91,745481,0.2,0.01,8986.33
2022-01-04,601857,4.94,1240414,0.61,0.03,8986.33
2022-01-05,601857,4.96,1401266,0.4,0.02,8986.33
2022-01-06,601857,4.98,1437800,0.4,0.02,8986.33
2022-01-07,601857,5.27,4216158,5.82,0.29,8986.33
2022-01-10,601857,5.3,2706298,0.57,0.03,9700.11
2022-01-11,601857,5.24,1274730,-1.13,-0.06,9700.11
2022-01-12,601857,5.33,2805586,1.72,0.09,9700.11
2022-01-13,601857,5.48,3063674,2.81,0.15,9700.11
2022-01-14,601857,5.29,2103849,-3.47,-0.19,9700.11
2022-01-17,601857,5.32,1822127,0.57,0.03,9700.11
2022-01-18,601857,5.49,2400138,3.2,0.17,9700.11
2022-01-19,601857,5.5,2990875,0.18,0.01,9700.11
2022-01-20,601857,5.4,2739628,-1.82,-0.1,9883.13
2022-01-21,601857,5.17,2829949,-4.26,-0.23,9883.13
2022-01-24,601857,5.3,1564771,2.51,0.13,9883.13
2022-01-25,601857,5.14,1669051,-3.02,-0.16,9883.13
2022-01-26,601857,5.28,1805415,2.72,0.14,9883.13
2022-01-27,601857,5.24,1556821,-0.76,-0.04,9883.13
2022-01-28,601857,5.02,2900571,-4.2,-0.22,9883.13
2022-02-07,601857,5.48,3996824,9.16,0.46,9883.13
2022-02-08,601857,5.53,2476786,0.91,0.05,9883.13
2022-02-09,601857,5.48,1748858,-0.9,-0.05,10029.55
2022-02-10,601857,5.52,2172502,0.73,0.04,10029.55
2022-02-11,601857,5.8,4576501,5.07,0.28,10029.55
2022-02-14,601857,5.82,3313170,0.34,0.02,10029.55
2022-02-15,601857,5.65,2585321,-2.92,-0.17,10029.55
2022-02-16,601857,5.64,2375093,-0.18,-0.01,10029.55
2022-02-17,601857,5.7,2456602,1.06,0.06,10029.55
2022-02-18,601857,5.63,1889899,-1.23,-0.07,10029.55
2022-02-21,601857,5.57,1369937,-1.07,-0.06,10029.55
2022-02-22,601857,5.8,3705775,4.13,0.23,10029.55
2022-02-23,601857,5.67,2506086,-2.24,-0.13,10029.55
2022-02-24,601857,5.91,6077028,4.23,0.24,10029.55
2022-02-25,601857,5.73,3974932,-3.05,-0.18,10029.55
2022-02-28,601857,5.77,2582706,0.7,0.04,10029.55
2022-03-01,601857,5.73,2142103,-0.69,-0.04,10487.1
2022-03-02,601857,5.84,3274136,1.92,0.11,10487.1
2022-03-03,601857,5.93,3804172,1.54,0.09,10487.1
2022-03-04,601857,5.81,2445656,-2.02,-0.12,10487.1
2022-03-07,601857,5.94,3793406,2.24,0.13,10487.1
2022-03-08,601857,5.9,3069428,-0.67,-0.04,10487.1
2022-03-09,601857,5.74,3602256,-2.71,-0.16,10487.1
2022-03-10,601857,5.66,2961434,-1.39,-0.08,10487.1
2022-03-11,601857,5.58,2679131,-1.41,-0.08,10212.57
2022-03-14,601857,5.46,1771882,-2.15,-0.12,10212.57
2022-03-15,601857,5,3475314,-8.42,-0.46,10212.57
2022-03-16,601857,5.08,2833017,1.6,0.08,10212.57
2022-03-17,601857,5.13,2529723,0.98,0.05,10212.57
2022-03-18,601857,5.25,2357895,2.34,0.12,10212.57
2022-03-21,601857,5.2,1769337,-0.95,-0.05,9517.09
2022-03-22,601857,5.35,2107440,2.88,0.15,9517.09
2022-03-23,601857,5.32,1300493,-0.56,-0.03,9517.09
2022-03-24,601857,5.35,1573708,0.56,0.03,9517.09
2022-03-25,601857,5.37,1266489,0.37,0.02,9517.09
2022-03-28,601857,5.56,2496192,3.54,0.19,9517.09
2022-03-29,601857,5.62,1612805,1.08,0.06,9517.09
2022-03-30,601857,5.53,2007889,-1.6,-0.09,9517.09
2022-03-31,601857,5.52,1604904,-0.18,-0.01,10102.76
2022-04-01,601857,5.47,1781467,-0.91,-0.05,10102.76
2022-04-06,601857,5.61,1981058,2.56,0.14,10102.76
2022-04-07,601857,5.56,1593785,-0.89,-0.05,10102.76
2022-04-08,601857,5.58,1167661,0.36,0.02,10102.76
2022-04-11,601857,5.5,1444356,-1.43,-0.08,10102.76
2022-04-12,601857,5.46,1742595,-0.73,-0.04,10102.76
2022-04-13,601857,5.52,1583065,1.1,0.06,10102.76
2022-04-14,601857,5.6,1333182,1.45,0.08,10102.76
2022-04-15,601857,5.54,1305147,-1.07,-0.06,10102.76
2022-04-18,601857,5.4,1459858,-2.53,-0.14,10102.76
2022-04-19,601857,5.6,2182906,3.7,0.2,10102.76
2022-04-20,601857,5.41,1612461,-3.39,-0.19,9901.43
2022-04-21,601857,5.16,2799732,-4.62,-0.25,9901.43
2022-04-22,601857,5.28,1831624,2.33,0.12,9901.43
2022-04-25,601857,5.05,2173066,-4.36,-0.23,9901.43
2022-04-26,601857,4.99,1834246,-1.19,-0.06,9901.43
2022-04-27,601857,5.08,1857740,1.8,0.09,9901.43
2022-04-28,601857,5.18,1551008,1.97,0.1,9901.43
2022-04-29,601857,5.38,2035597,3.86,0.2,9901.43
2022-05-05,601857,5.45,2101204,1.3,0.07,9901.43
2022-05-06,601857,5.29,1380164,-2.94,-0.16,9901.43
2022-05-09,601857,5.34,866497,0.95,0.05,9901.43
2022-05-10,601857,5.18,2240504,-3,-0.16,9480.49
2022-05-11,601857,5.19,1423397,0.19,0.01,9480.49
2022-05-12,601857,5.13,1276640,-1.16,-0.06,9480.49
2022-05-13,601857,5.16,1399083,0.58,0.03,9480.49
2022-05-16,601857,5.17,1042248,0.19,0.01,9480.49
2022-05-17,601857,5.23,1429405,1.16,0.06,9480.49
2022-05-18,601857,5.18,1244808,-0.96,-0.05,9480.49
2022-05-19,601857,5.14,1486892,-0.77,-0.04,9480.49
2022-05-20,601857,5.22,1581821,1.56,0.08,9553.7
2022-05-23,601857,5.22,1034249,0,0,9553.7
2022-05-24,601857,5.18,1583884,-0.77,-0.04,9553.7
2022-05-25,601857,5.32,1601251,2.7,0.14,9553.7
2022-05-26,601857,5.36,1137063,0.75,0.04,9553.7
2022-05-27,601857,5.55,2833646,3.54,0.19,9553.7
2022-05-30,601857,5.53,1505443,-0.36,-0.02,10121.06
2022-05-31,601857,5.66,1967616,2.35,0.13,10121.06
2022-06-01,601857,5.55,1194523,-1.94,-0.11,10121.06
2022-06-02,601857,5.47,1172709,-1.44,-0.08,10121.06
2022-06-06,601857,5.5,1688921,0.55,0.03,10121.06
2022-06-07,601857,5.5,1406883,0,0,10121.06
2022-06-08,601857,5.64,1763437,2.55,0.14,10121.06
2022-06-09,601857,5.8,2738424,2.84,0.16,10615.22
2022-06-10,601857,5.89,2094474,1.55,0.09,10615.22
2022-06-13,601857,5.89,2297697,0,0,10615.22
2022-06-14,601857,6.21,4145920,5.43,0.32,10615.22
2022-06-15,601857,6.13,3875248,-1.29,-0.08,10615.22
2022-06-16,601857,5.92,2977296,-3.43,-0.21,10615.22
2022-06-17,601857,5.83,2756744,-1.52,-0.09,10615.22
2022-06-20,601857,5.45,5169374,-6.52,-0.38,10615.22
2022-06-21,601857,5.44,1952108,-0.18,-0.01,10615.22
2022-06-22,601857,5.32,2279190,-2.21,-0.12,10615.22
2022-06-23,601857,5.4,2131412,1.5,0.08,10615.22
2022-06-24,601857,5.34,1650822,-1.11,-0.06,10615.22
2022-06-27,601857,5.39,1642770,0.94,0.05,10615.22
2022-06-28,601857,5.36,1454288,-0.56,-0.03,10615.22
2022-06-29,601857,5.31,1704060,-0.93,-0.05,9718.41
2022-06-30,601857,5.3,1229093,-0.19,-0.01,9718.41
2022-07-01,601857,5.27,944725,-0.57,-0.03,9718.41
2022-07-04,601857,5.31,992342,0.76,0.04,9718.41
2022-07-05,601857,5.4,1831665,1.69,0.09,9718.41
2022-07-06,601857,5.22,2602927,-3.33,-0.18,9718.41
2022-07-07,601857,5.16,1735137,-1.15,-0.06,9718.41
2022-07-08,601857,5.19,1014627,0.58,0.03,9718.41
2022-07-11,601857,5.13,1139813,-1.16,-0.06,9718.41
2022-07-12,601857,5.12,846902,-0.19,-0.01,9718.41
2022-07-13,601857,5.09,1279891,-0.59,-0.03,9718.41
2022-07-14,601857,5.07,800397,-0.39,-0.02,9718.41
2022-07-15,601857,5.01,1345346,-1.18,-0.06,9718.41
2022-07-18,601857,5.15,1313670,2.79,0.14,9718.41
2022-07-19,601857,5.2,1108164,0.97,0.05,9517.09
2022-07-20,601857,5.24,1010403,0.77,0.04,9517.09
2022-07-21,601857,5.19,892755,-0.95,-0.05,9517.09
2022-07-22,601857,5.2,778310,0.19,0.01,9517.09
2022-07-25,601857,5.19,634401,-0.19,-0.01,9517.09
2022-07-26,601857,5.25,795169,1.16,0.06,9517.09
2022-07-27,601857,5.21,726271,-0.76,-0.04,9517.09
2022-07-28,601857,5.25,797317,0.77,0.04,9517.09
2022-07-29,601857,5.2,807011,-0.95,-0.05,9517.09
2022-08-01,601857,5.22,745000,0.38,0.02,9517.09
2022-08-02,601857,5.12,1319035,-1.92,-0.1,9517.09
2022-08-03,601857,5.08,812799,-0.78,-0.04,9517.09
2022-08-04,601857,5.07,797984,-0.2,-0.01,9517.09
2022-08-05,601857,5.05,1500537,-0.39,-0.02,9517.09
2022-08-08,601857,5.06,692015,0.2,0.01,9260.86
2022-08-09,601857,5.1,762813,0.79,0.04,9260.86
2022-08-10,601857,5.13,714483,0.59,0.03,9260.86
2022-08-11,601857,5.19,698640,1.17,0.06,9260.86
2022-08-12,601857,5.24,803578,0.96,0.05,9260.86
2022-08-15,601857,5.19,850920,-0.95,-0.05,9260.86
2022-08-16,601857,5.14,912829,-0.96,-0.05,9260.86
2022-08-17,601857,5.16,553784,0.39,0.02,9260.86
2022-08-18,601857,5.11,725386,-0.97,-0.05,9352.37
2022-08-19,601857,5.18,1019166,1.37,0.07,9352.37
2022-08-22,601857,5.23,945468,0.97,0.05,9352.37
2022-08-23,601857,5.3,1437970,1.34,0.07,9352.37
2022-08-24,601857,5.33,1830263,0.57,0.03,9352.37
2022-08-25,601857,5.49,2373406,3,0.16,9352.37
2022-08-26,601857,5.44,1893490,-0.91,-0.05,9352.37
