date,code,close,volumn,return,change,marketcap
2023-07-31,600897,14.86,27650,0.88,0.13,58.73
2023-08-01,600897,14.75,22129,-0.74,-0.11,58.73
2023-08-02,600897,14.69,20588,-0.41,-0.06,58.73
2023-08-03,600897,14.57,19504,-0.82,-0.12,58.73
2023-08-04,600897,14.61,19014,0.27,0.04,58.73
2023-08-07,600897,14.52,13507,-0.62,-0.09,58.73
2023-08-08,600897,14.37,24257,-1.03,-0.15,58.73
2023-08-09,600897,14.33,18342,-0.28,-0.04,58.73
2023-08-10,600897,14.59,18200,1.81,0.26,58.73
2023-08-11,600897,14.38,21044,-1.44,-0.21,58.73
2023-08-14,600897,14.42,13259,0.28,0.04,58.73
2023-08-15,600897,14.1,31116,-2.22,-0.32,58.79
2023-08-16,600897,14.09,19518,-0.07,-0.01,58.79
2023-08-17,600897,14.13,18530,0.28,0.04,58.79
2023-08-18,600897,14.08,22794,-0.35,-0.05,58.79
2023-08-21,600897,13.69,35061,-2.77,-0.39,58.79
2023-08-22,600897,13.52,44513,-1.24,-0.17,58.79
2023-08-23,600897,13.38,33903,-1.04,-0.14,58.79
2023-08-24,600897,13.39,20835,0.07,0.01,58.79
2023-08-25,600897,13.34,20191,-0.37,-0.05,58.79
2023-08-28,600897,13.42,26011,0.6,0.08,58.79
2023-08-29,600897,13.86,33198,3.28,0.44,58.79
2023-08-30,600897,13.69,33168,-1.23,-0.17,58.79
2023-08-31,600897,13.43,31856,-1.9,-0.26,58.79
2023-09-01,600897,13.45,22329,0.15,0.02,56.08
2023-09-04,600897,13.6,31185,1.12,0.15,56.08
2023-09-05,600897,13.54,19137,-0.44,-0.06,56.08
2023-09-06,600897,13.45,14805,-0.66,-0.09,56.08
2023-09-07,600897,13.4,18116,-0.37,-0.05,56.08
2023-09-08,600897,13.43,21887,0.22,0.03,56.08
2023-09-11,600897,13.66,31429,1.71,0.23,56.08
2023-09-12,600897,13.74,23880,0.59,0.08,56.08
2023-09-13,600897,14.1,193783,2.62,0.36,56.08
2023-09-14,600897,13.26,144043,-5.96,-0.84,56.08
2023-09-15,600897,13.3,66000,0.3,0.04,56.08
2023-09-18,600897,13.23,44039,-0.53,-0.07,55.16
2023-09-19,600897,13.23,33504,0,0,55.16
2023-09-20,600897,13.04,39501,-1.44,-0.19,55.16
2023-09-21,600897,13,22729,-0.31,-0.04,55.16
2023-09-22,600897,13.03,32077,0.23,0.03,55.16
2023-09-25,600897,12.88,27121,-1.15,-0.15,55.16
2023-09-26,600897,12.9,17705,0.16,0.02,55.16
2023-09-27,600897,12.88,22857,-0.16,-0.02,55.16
2023-09-28,600897,13.02,21355,1.09,0.14,55.16
2023-10-09,600897,12.8,30467,-1.69,-0.22,55.16
2023-10-10,600897,12.75,25122,-0.39,-0.05,55.16
2023-10-11,600897,12.67,18448,-0.63,-0.08,55.16
2023-10-12,600897,12.73,18745,0.47,0.06,55.16
2023-10-13,600897,12.58,15963,-1.18,-0.15,55.16
2023-10-16,600897,12.56,21057,-0.16,-0.02,55.16
2023-10-17,600897,12.59,10489,0.24,0.03,55.16
2023-10-18,600897,12.26,25211,-2.62,-0.33,55.16
2023-10-19,600897,12.22,17110,-0.33,-0.04,55.16
2023-10-20,600897,12.17,11435,-0.41,-0.05,55.16
2023-10-23,600897,11.94,17270,-1.89,-0.23,55.16
2023-10-24,600897,12.12,19282,1.51,0.18,55.16
2023-10-25,600897,12.46,22647,2.81,0.34,55.16
2023-10-26,600897,12.52,14355,0.48,0.06,55.16
2023-10-27,600897,12.64,19397,0.96,0.12,55.16
2023-10-30,600897,12.74,24819,0.79,0.1,55.16
2023-10-31,600897,12.68,27095,-0.47,-0.06,55.16
2023-11-01,600897,12.64,16065,-0.32,-0.04,55.16
2023-11-02,600897,12.56,16349,-0.63,-0.08,55.16
2023-11-03,600897,12.57,12296,0.08,0.01,55.16
2023-11-06,600897,12.76,19370,1.51,0.19,55.16
2023-11-07,600897,12.71,11278,-0.39,-0.05,55.16
2023-11-08,600897,12.72,13962,0.08,0.01,53.03
2023-11-09,600897,12.69,13653,-0.24,-0.03,53.03
2023-11-10,600897,12.69,11446,0,0,53.03
2023-11-13,600897,12.74,17509,0.39,0.05,53.03
2023-11-14,600897,12.73,12592,-0.08,-0.01,53.03
2023-11-15,600897,12.85,21209,0.94,0.12,53.03
2023-11-16,600897,12.97,23986,0.93,0.12,53.03
2023-11-17,600897,13.07,38733,0.77,0.1,53.03
2023-11-20,600897,13.18,25459,0.84,0.11,53.03
2023-11-21,600897,13.1,27269,-0.61,-0.08,53.03
2023-11-22,600897,13.08,16823,-0.15,-0.02,53.03
2023-11-23,600897,13.15,17259,0.54,0.07,53.03
2023-11-24,600897,13.1,12668,-0.38,-0.05,53.03
2023-11-27,600897,13.15,15250,0.38,0.05,53.03
2023-11-28,600897,13.18,12316,0.23,0.03,53.03
2023-11-29,600897,13.03,12194,-1.14,-0.15,53.03
2023-11-30,600897,13.06,12287,0.23,0.03,53.03
2023-12-01,600897,13.03,17902,-0.23,-0.03,53.03
2023-12-04,600897,13.04,16421,0.08,0.01,53.03
2023-12-05,600897,12.9,23626,-1.07,-0.14,53.03
2023-12-06,600897,13,23893,0.78,0.1,53.03
2023-12-07,600897,12.99,18886,-0.08,-0.01,53.03
2023-12-08,600897,12.77,25183,-1.69,-0.22,53.03
2023-12-11,600897,12.8,26174,0.23,0.03,53.03
2023-12-12,600897,12.87,13453,0.55,0.07,53.66
2023-12-13,600897,12.61,23365,-2.02,-0.26,53.66
2023-12-14,600897,12.66,19303,0.4,0.05,53.66
2023-12-15,600897,12.61,19301,-0.39,-0.05,53.66
2023-12-18,600897,12.49,14264,-0.95,-0.12,53.66
2023-12-19,600897,12.43,13254,-0.48,-0.06,53.66
2023-12-20,600897,12.38,11960,-0.4,-0.05,53.66
2023-12-21,600897,12.48,16839,0.81,0.1,53.66
2023-12-22,600897,12.33,20185,-1.2,-0.15,53.66
2023-12-25,600897,12.3,21165,-0.24,-0.03,53.66
2023-12-26,600897,12.15,12749,-1.22,-0.15,53.66
2023-12-27,600897,12.22,11225,0.58,0.07,53.66
2023-12-28,600897,12.49,15359,2.21,0.27,53.66
2023-12-29,600897,12.49,19637,0,0,52.08
2019-01-02,300750,73.66,43941,-0.19,-0.14,
2019-01-03,300750,73.83,44949,0.23,0.17,
2019-01-04,300750,76.96,79053,4.24,3.13,1689.29
2019-01-07,300750,77.42,59696,0.6,0.46,1699.38
2019-01-08,300750,79.33,85750,2.47,1.91,1699.38
2019-01-09,300750,77.98,123799,-1.7,-1.35,1699.38
2019-01-10,300750,76.28,83943,-2.18,-1.7,1674.36
2019-01-11,300750,75.29,61367,-1.3,-0.99,1674.36
2019-01-14,300750,76.08,48488,1.05,0.79,1674.36
2019-01-15,300750,77.37,58736,1.7,1.29,1674.36
2019-01-16,300750,76.67,25739,-0.9,-0.7,1682.92
2019-01-17,300750,76.66,37188,-0.01,-0.01,1682.92
2019-01-18,300750,75.4,65039,-1.64,-1.26,1682.92
2019-01-21,300750,75.24,52412,-0.21,-0.16,1682.92
2019-01-22,300750,74.27,42589,-1.29,-0.97,1630.24
2019-01-23,300750,75.44,48848,1.58,1.17,1630.24
2019-01-24,300750,75.17,37984,-0.36,-0.27,1630.24
2019-01-25,300750,77.44,91190,3.02,2.27,1699.82
2019-01-28,300750,76.07,46289,-1.77,-1.37,1669.75
2019-01-29,300750,76.68,52363,0.8,0.61,1669.75
2019-01-30,300750,76.2,77078,-0.63,-0.48,1669.75
2019-01-31,300750,76.12,44128,-0.1,-0.08,1670.85
2019-02-01,300750,78.4,62144,3,2.28,1670.85
2019-02-11,300750,81,83433,3.32,2.6,1670.85
2019-02-12,300750,81,49891,0,0,1777.96
2019-02-13,300750,81.7,78772,0.86,0.7,1777.96
2019-02-14,300750,84.72,127233,3.7,3.02,1777.96
2019-02-15,300750,82.42,105153,-2.71,-2.3,1809.13
2019-02-18,300750,84.46,87787,2.48,2.04,1853.91
2019-02-19,300750,82.29,94258,-2.57,-2.17,1853.91
2019-02-20,300750,83.17,60674,1.07,0.88,1853.91
2019-02-21,300750,83.33,82288,0.19,0.16,1829.11
2019-02-22,300750,84.37,89600,1.25,1.04,1829.11
2019-02-25,300750,91.32,154113,8.24,6.95,1829.11
2019-02-26,300750,88.5,113242,-3.09,-2.82,1829.11
2019-02-27,300750,86.05,91038,-2.77,-2.45,1888.81
2019-02-28,300750,87.7,72399,1.92,1.65,1888.81
2019-03-01,300750,90.03,96193,2.66,2.33,1888.81
2019-03-04,300750,92.39,140369,2.62,2.36,1888.81
2019-03-05,300750,92.6,86157,0.23,0.21,2032.59
2019-03-06,300750,91.2,104329,-1.51,-1.4,2032.59
2019-03-07,300750,87.89,137071,-3.63,-3.31,2032.59
2019-03-08,300750,84.97,110697,-3.32,-2.92,1865.11
2019-03-11,300750,87.92,93547,3.47,2.95,1929.86
2019-03-12,300750,91.07,147634,3.58,3.15,1929.86
2019-03-13,300750,88.08,75777,-3.28,-2.99,1929.86
2019-03-14,300750,88.95,79826,0.99,0.87,1952.47
2019-03-15,300750,89.83,78215,0.99,0.88,1952.47
2019-03-18,300750,89.28,72758,-0.61,-0.55,1952.47
2019-03-19,300750,88.6,68170,-0.76,-0.68,1952.47
2019-03-20,300750,87.17,88141,-1.61,-1.43,1913.4
2019-03-21,300750,87.12,81360,-0.06,-0.05,1913.4
2019-03-22,300750,86.58,60190,-0.62,-0.54,1913.4
2019-03-25,300750,89,129906,2.8,2.42,1913.4
2019-03-26,300750,85.3,97198,-4.16,-3.7,1872.35
2019-03-27,300750,83.41,94921,-2.22,-1.89,1872.35
2019-03-28,300750,83.2,58572,-0.25,-0.21,1872.35
2019-03-29,300750,85,71241,2.16,1.8,1865.76
2019-04-01,300750,86.35,92391,1.59,1.35,1895.4
2019-04-02,300750,84.98,102413,-1.59,-1.37,1895.4
2019-04-03,300750,84.48,71840,-0.59,-0.5,1895.4
2019-04-04,300750,84.17,66796,-0.37,-0.31,1847.55
2019-04-08,300750,82.29,113770,-2.23,-1.88,1847.55
2019-04-09,300750,83.91,119423,1.97,1.62,1847.55
2019-04-10,300750,82.24,108408,-1.99,-1.67,1805.18
2019-04-11,300750,80.72,89538,-1.85,-1.52,1805.18
2019-04-12,300750,81.98,59357,1.56,1.26,1805.18
2019-04-15,300750,80.97,59951,-1.23,-1.01,1805.18
2019-04-16,300750,82.27,57187,1.61,1.3,1805.84
2019-04-17,300750,86.11,205005,4.67,3.84,1805.84
2019-04-18,300750,84.65,70618,-1.7,-1.46,1805.84
2019-04-19,300750,83.2,62968,-1.71,-1.45,1826.25
2019-04-22,300750,81.23,66492,-2.37,-1.97,1783.01
2019-04-23,300750,78.17,115259,-3.77,-3.06,1783.01
2019-04-24,300750,79.78,51344,2.06,1.61,1783.01
2019-04-25,300750,79.1,52973,-0.85,-0.68,1736.26
2019-04-26,300750,79.35,34918,0.32,0.25,1736.26
2019-04-29,300750,79.78,47883,0.54,0.43,1736.26
2019-04-30,300750,79.76,31091,-0.03,-0.02,1736.26
2019-05-06,300750,75.7,65431,-5.09,-4.06,1736.26
2019-05-07,300750,75.85,37119,0.2,0.15,1664.92
2019-05-08,300750,74.61,34996,-1.63,-1.24,1664.92
2019-05-09,300750,72.7,48134,-2.56,-1.91,1664.92
2019-05-10,300750,74.1,54074,1.93,1.4,1626.51
2019-05-13,300750,71.59,46327,-3.39,-2.51,1571.41
2019-05-14,300750,72.16,43330,0.8,0.57,1571.41
2019-05-15,300750,74.98,66195,3.91,2.82,1571.41
2019-05-16,300750,74.33,37372,-0.87,-0.65,1631.56
2019-05-17,300750,72.25,36003,-2.8,-2.08,1631.56
2019-05-20,300750,69.69,45237,-3.54,-2.56,1631.56
2019-05-21,300750,70.15,31949,0.66,0.46,1631.56
2019-05-22,300750,69.37,27824,-1.11,-0.78,1522.68
2019-05-23,300750,67.48,44017,-2.72,-1.89,1522.68
2019-05-24,300750,67.85,29311,0.55,0.37,1522.68
2019-05-27,300750,69.2,43690,1.99,1.35,1522.68
2019-05-28,300750,71.88,53181,3.87,2.68,1577.78
2019-05-29,300750,70.57,32951,-1.82,-1.31,1577.78
2019-05-30,300750,69.81,28726,-1.08,-0.76,1577.78
2019-05-31,300750,69.44,25167,-0.53,-0.37,1524.22
2019-06-03,300750,68.16,32528,-1.84,-1.28,1496.12
2019-06-04,300750,66.87,31667,-1.89,-1.29,1496.12
2019-06-05,300750,69.07,50093,3.29,2.2,1496.12
2019-06-06,300750,66.94,37485,-3.08,-2.13,1469.34
2019-06-10,300750,67.6,88452,0.99,0.66,1469.34
2019-06-11,300750,68.19,241071,0.87,0.59,1469.34
2019-06-12,300750,68.65,153508,0.67,0.46,1506.88
2019-06-13,300750,71.01,215488,3.44,2.36,1506.88
2019-06-14,300750,72.18,204333,1.65,1.17,1506.88
2019-06-17,300750,71.96,120705,-0.3,-0.22,1506.88
2019-06-18,300750,71.05,81801,-1.26,-0.91,1559.56
2019-06-19,300750,69.68,142815,-1.93,-1.37,1559.56
2019-06-20,300750,69.06,128161,-0.89,-0.62,1559.56
2019-06-21,300750,69.09,118186,0.04,0.03,1516.54
2019-06-24,300750,68.86,66059,-0.33,-0.23,1511.49
2019-06-25,300750,68.83,76388,-0.04,-0.03,1511.49
2019-06-26,300750,69.98,94484,1.67,1.15,1511.49
2019-06-27,300750,69.93,109489,-0.07,-0.05,1534.98
2019-06-28,300750,68.88,57212,-1.5,-1.05,1534.98
2019-07-01,300750,70.32,130772,2.09,1.44,1534.98
2019-07-02,300750,71.04,162520,1.02,0.72,1534.98
2019-07-03,300750,71.8,221002,1.07,0.76,1576.02
2019-07-04,300750,71.05,80844,-1.04,-0.75,1576.02
2019-07-05,300750,71.08,88937,0.04,0.03,1576.02
2019-07-08,300750,68.86,83043,-3.12,-2.22,1576.02
2019-07-09,300750,70.86,96027,2.9,2,1555.39
2019-07-10,300750,72.25,159315,1.96,1.39,1555.39
2019-07-11,300750,72.42,70673,0.24,0.17,1555.39
2019-07-12,300750,73.88,94172,2.02,1.46,1621.26
2019-07-15,300750,73.66,112715,-0.3,-0.22,1616.43
2019-07-16,300750,72.82,96070,-1.14,-0.84,1616.43
2019-07-17,300750,72.99,43172,0.23,0.17,1616.43
2019-07-18,300750,71.5,45170,-2.04,-1.49,1569.03
2019-07-19,300750,72.5,57359,1.4,1,1569.03
2019-07-22,300750,73.08,87657,0.8,0.58,1569.03
2019-07-23,300750,75.87,164707,3.82,2.79,1569.03
2019-07-24,300750,75.68,119685,-0.25,-0.19,1660.76
2019-07-25,300750,75.81,118401,0.17,0.13,1660.76
2019-07-26,300750,76.66,115264,1.12,0.85,1660.76
2019-07-29,300750,76.68,70376,0.03,0.02,1660.76
2019-07-30,300750,77.76,96459,1.41,1.08,1706.4
2019-07-31,300750,76,66221,-2.26,-1.76,1706.4
2019-08-01,300750,75.8,67503,-0.26,-0.2,1706.4
2019-08-02,300750,75.28,71660,-0.69,-0.52,1651.98
2019-08-05,300750,73,89917,-3.03,-2.28,1601.94
2019-08-06,300750,72.15,84938,-1.16,-0.85,1601.94
2019-08-07,300750,73.33,86049,1.64,1.18,1601.94
2019-08-08,300750,73.08,38744,-0.34,-0.25,1603.7
2019-08-09,300750,71.93,47327,-1.57,-1.15,1603.7
2019-08-12,300750,73.37,42536,2,1.44,1603.7
2019-08-13,300750,73.47,53095,0.14,0.1,1603.7
2019-08-14,300750,73.5,63249,0.04,0.03,1612.92
2019-08-15,300750,74.17,46222,0.91,0.67,1612.92
2019-08-16,300750,73.22,69540,-1.28,-0.95,1612.92
2019-08-19,300750,76.2,105123,4.07,2.98,1612.92
2019-08-20,300750,75.43,68191,-1.01,-0.77,1655.27
2019-08-21,300750,75.8,65331,0.49,0.37,1655.27
2019-08-22,300750,75.6,49175,-0.26,-0.2,1655.27
2019-08-23,300750,73.9,165652,-2.25,-1.7,1621.69
2019-08-26,300750,72.77,91279,-1.53,-1.13,1596.9
2019-08-27,300750,73.3,96052,0.73,0.53,1596.9
2019-08-28,300750,72.52,86401,-1.06,-0.78,1596.9
2019-08-29,300750,71.08,100761,-1.99,-1.44,1559.81
2019-08-30,300750,72.27,118967,1.67,1.19,1559.81
2019-09-02,300750,72.96,98067,0.95,0.69,1559.81
2019-09-03,300750,71.2,130195,-2.41,-1.76,1559.81
2019-09-04,300750,71.18,117107,-0.03,-0.02,1562.01
2019-09-05,300750,71.3,123016,0.17,0.12,1562.01
2019-09-06,300750,71.86,82922,0.79,0.56,1562.01
2019-09-09,300750,77,258029,7.15,5.14,1562.01
2019-09-10,300750,77.22,188279,0.29,0.22,1694.55
2019-09-11,300750,77.77,212306,0.71,0.55,1694.55
2019-09-12,300750,78,154048,0.3,0.23,1694.55
2019-09-16,300750,76.7,135279,-1.67,-1.3,1683.14
2019-09-17,300750,74.52,143176,-2.84,-2.18,1683.14
2019-09-18,300750,74.59,100856,0.09,0.07,1683.14
2019-09-19,300750,75.38,141323,1.06,0.79,1654.17
2019-09-20,300750,74.86,128027,-0.69,-0.52,1654.17
2019-09-23,300750,72.99,123099,-2.5,-1.87,1654.17
2019-09-24,300750,72.73,128427,-0.36,-0.26,1654.17
2019-09-25,300750,72.96,133953,0.32,0.23,1611.25
2019-09-26,300750,71.45,130924,-2.07,-1.51,1611.25
2019-09-27,300750,71.46,71437,0.01,0.01,1611.25
2019-09-30,300750,71.5,67607,0.06,0.04,1611.25
2019-10-08,300750,70.26,87357,-1.73,-1.24,1611.25
2019-10-09,300750,69.1,132219,-1.65,-1.16,1611.25
2019-10-10,300750,70.9,122852,2.6,1.8,1565.76
2019-10-11,300750,71.46,94926,0.79,0.56,1565.76
2019-10-14,300750,70.85,122036,-0.85,-0.61,1565.76
2019-10-15,300750,70.97,89351,0.17,0.12,1565.76
2019-10-16,300750,69.69,81237,-1.8,-1.28,1539.03
2019-10-17,300750,69.3,72455,-0.56,-0.39,1539.03
2019-10-18,300750,70.09,76282,1.14,0.79,1539.03
2019-10-21,300750,69.64,50432,-0.64,-0.45,1539.03
2019-10-22,300750,70.72,69274,1.55,1.08,1561.78
2019-10-23,300750,70.76,63176,0.06,0.04,1561.78
2019-10-24,300750,71.63,90432,1.23,0.87,1561.78
2019-10-25,300750,71.02,53897,-0.85,-0.61,1568.41
2019-10-28,300750,70.81,99663,-0.3,-0.21,1563.77
2019-10-29,300750,69.28,98657,-2.16,-1.53,1563.77
2019-10-30,300750,69.52,75614,0.35,0.24,1563.77
2019-10-31,300750,68.71,56268,-1.17,-0.81,1517.39
2019-11-01,300750,69.33,56135,0.9,0.62,1517.39
2019-11-04,300750,69.93,82866,0.87,0.6,1517.39
2019-11-05,300750,73.48,237825,5.08,3.55,1517.39
2019-11-06,300750,75.9,441482,3.29,2.42,1676.18
2019-11-07,300750,75.3,216633,-0.79,-0.6,1676.18
2019-11-08,300750,75.62,190358,0.42,0.32,1676.18
2019-11-11,300750,73.7,99913,-2.54,-1.92,1676.18
2019-11-12,300750,74.45,90843,1.02,0.75,1644.15
2019-11-13,300750,73.94,67352,-0.69,-0.51,1644.15
2019-11-14,300750,74.1,67259,0.22,0.16,1644.15
2019-11-15,300750,72.6,107221,-2.02,-1.5,1603.3
2019-11-18,300750,72.87,44955,0.37,0.27,1609.26
2019-11-19,300750,76.94,186314,5.59,4.07,1609.26
2019-11-20,300750,76.3,112468,-0.83,-0.64,1609.26
2019-11-21,300750,77.15,124425,1.11,0.85,1703.78
2019-11-22,300750,80.5,423472,4.34,3.35,1703.78
2019-11-25,300750,83.58,280838,3.83,3.08,1703.78
2019-11-26,300750,88,391484,5.29,4.42,1703.78
2019-11-27,300750,87.25,194443,-0.85,-0.75,1926.83
2019-11-28,300750,87.41,145225,0.18,0.16,1926.83
2019-11-29,300750,87.41,129222,0,0,1926.83
2019-12-02,300750,87.1,119017,-0.35,-0.31,1926.83
2019-12-03,300750,86.4,156894,-0.8,-0.7,1908.06
2019-12-04,300750,86.7,168786,0.35,0.3,1908.06
2019-12-05,300750,92,263630,6.11,5.3,1908.06
2019-12-06,300750,93,134377,1.09,1,2053.81
2019-12-09,300750,92.89,147499,-0.12,-0.11,2051.38
2019-12-10,300750,93.35,126949,0.5,0.46,2051.38
2019-12-11,300750,91.49,133255,-1.99,-1.86,2051.38
2019-12-12,300750,89.7,148787,-1.96,-1.79,1980.93
2019-12-13,300750,93,182898,3.68,3.3,1980.93
2019-12-16,300750,92.3,182179,-0.75,-0.7,1980.93
2019-12-17,300750,95.39,277394,3.35,3.09,1980.93
2019-12-18,300750,93.19,186405,-2.31,-2.2,2058.01
2019-12-19,300750,93.25,108433,0.06,0.06,2058.01
2019-12-20,300750,92.78,103579,-0.5,-0.47,2058.01
2019-12-23,300750,92.9,141429,0.13,0.12,2058.01
2019-12-24,300750,99.5,297044,7.1,6.6,2197.36
2019-12-25,300750,105.3,233077,5.83,5.8,2197.36
2019-12-26,300750,105.12,148417,-0.17,-0.18,2197.36
2019-12-27,300750,104.2,240550,-0.88,-0.92,2301.15
2019-12-30,300750,110,235780,5.57,5.8,2429.24
2019-12-31,300750,106.4,215007,-3.27,-3.6,2429.24
2020-01-02,300750,107.52,206116,1.05,1.12,2374.47
2020-01-03,300750,109.55,180842,1.89,2.03,2374.47
2020-01-06,300750,109.09,265002,-0.42,-0.46,2374.47
2020-01-07,300750,108.5,135075,-0.54,-0.59,2374.47
2020-01-08,300750,109.6,192241,1.01,1.1,2420.41
2020-01-09,300750,115,201644,4.93,5.4,2420.41
2020-01-10,300750,113.31,144280,-1.47,-1.69,2420.41
2020-01-13,300750,116.9,215974,3.17,3.59,2420.41
2020-01-14,300750,115.7,217685,-1.03,-1.2,2555.12
2020-01-15,300750,115.3,177587,-0.35,-0.4,2555.12
2020-01-16,300750,116.4,129342,0.95,1.1,2555.12
2020-01-17,300750,115.08,146624,-1.13,-1.32,2541.43
2020-01-20,300750,123.2,248922,7.06,8.12,2720.75
2020-01-21,300750,121.65,142671,-1.26,-1.55,2720.75
2020-01-22,300750,133.82,349916,10,12.17,2720.75
2020-01-23,300750,130.57,359862,-2.43,-3.25,2883.51
2020-02-03,300750,135.36,526346,3.67,4.79,2883.51
2020-02-04,300750,148.9,359136,10,13.54,3288.31
2020-02-05,300750,163.79,530824,10,14.89,3288.31
2020-02-06,300750,169.89,579190,3.72,6.1,3288.31
2020-02-07,300750,160.2,454995,-5.7,-9.69,3537.86
2020-02-10,300750,165.26,375409,3.16,5.06,3649.6
2020-02-11,300750,158.4,339946,-4.15,-6.86,3649.6
2020-02-12,300750,159.65,325862,0.79,1.25,3649.6
2020-02-13,300750,156.34,313610,-2.07,-3.31,3452.61
2020-02-14,300750,149.9,439619,-4.12,-6.44,3452.61
2020-02-17,300750,154.1,344471,2.8,4.2,3452.61
2020-02-18,300750,156.62,282305,1.64,2.52,3452.61
2020-02-19,300750,153.2,418168,-2.18,-3.42,3383.27
2020-02-20,300750,160,518440,4.44,6.8,3383.27
2020-02-21,300750,159.9,338051,-0.06,-0.1,3383.27
2020-02-24,300750,154.41,365231,-3.43,-5.49,3383.27
2020-02-25,300750,161.85,516026,4.82,7.44,3574.29
2020-02-26,300750,152.86,338280,-5.55,-8.99,3574.29
2020-02-27,300750,149.48,332002,-2.21,-3.38,3574.29
2020-02-28,300750,135.67,508447,-9.24,-13.81,2996.14
2020-03-02,300750,139.99,318150,3.18,4.32,3091.54
2020-03-03,300750,145.78,296911,4.14,5.79,3091.54
2020-03-04,300750,143.7,205946,-1.43,-2.08,3091.54
2020-03-05,300750,145.22,224633,1.06,1.52,3207.04
2020-03-06,300750,143.52,159809,-1.17,-1.7,3207.04
2020-03-09,300750,133.45,294253,-7.02,-10.07,3207.04
2020-03-10,300750,140.53,292745,5.31,7.08,3207.04
2020-03-11,300750,140.78,339232,0.18,0.25,3108.99
2020-03-12,300750,134.2,333858,-4.67,-6.58,3108.99
2020-03-13,300750,132.1,274553,-1.56,-2.1,3108.99
2020-03-16,300750,119.06,490485,-9.87,-13.04,3108.99
2020-03-17,300750,117.95,392203,-0.93,-1.11,2604.81
2020-03-18,300750,117.35,313384,-0.51,-0.6,2604.81
2020-03-19,300750,115.04,331563,-1.97,-2.31,2604.81
2020-03-20,300750,115.86,225142,0.71,0.82,2558.65
2020-03-23,300750,107.48,307618,-7.23,-8.38,2373.59
2020-03-24,300750,111.57,291170,3.81,4.09,2373.59
2020-03-25,300750,121,385928,8.45,9.43,2373.59
2020-03-26,300750,119.63,194371,-1.13,-1.37,2641.91
2020-03-27,300750,118.71,174991,-0.77,-0.92,2641.91
2020-03-30,300750,119.31,261655,0.51,0.6,2641.91
2020-03-31,300750,120.39,194852,0.91,1.08,2641.91
2020-04-01,300750,120.4,298951,0.01,0.01,2658.91
2020-04-02,300750,123.6,209588,2.66,3.2,2658.91
2020-04-03,300750,121,182204,-2.1,-2.6,2658.91
2020-04-07,300750,124.7,183729,3.06,3.7,2753.87
2020-04-08,300750,123,119470,-1.36,-1.7,2753.87
2020-04-09,300750,120.21,160528,-2.27,-2.79,2753.87
2020-04-10,300750,118.46,145696,-1.46,-1.75,2616.07
2020-04-13,300750,114.69,124581,-3.18,-3.77,2532.81
2020-04-14,300750,126.16,388939,10,11.47,2532.81
2020-04-15,300750,128,325645,1.46,1.84,2532.81
2020-04-16,300750,132.95,216381,3.87,4.95,2936.07
2020-04-17,300750,136.95,292522,3.01,4,2936.07
2020-04-20,300750,134.51,187002,-1.78,-2.44,2936.07
2020-04-21,300750,130.52,193917,-2.97,-3.99,2936.07
2020-04-22,300750,130.85,146869,0.25,0.33,2889.69
2020-04-23,300750,129.9,125379,-0.73,-0.95,2889.69
2020-04-24,300750,131.69,169916,1.38,1.79,2889.69
2020-04-27,300750,133.91,143655,1.69,2.22,2889.69
2020-04-28,300750,138.3,226917,3.28,4.39,3054.22
2020-04-29,300750,138.72,119544,0.3,0.42,3054.22
2020-04-30,300750,144.38,233385,4.08,5.66,3054.22
2020-05-06,300750,145.79,191464,0.98,1.41,3054.22
2020-05-07,300750,143.2,160787,-1.78,-2.59,3162.43
2020-05-08,300750,144.08,141339,0.61,0.88,3162.43
2020-05-11,300750,137.62,285364,-4.48,-6.46,3162.43
2020-05-12,300750,139,160277,1,1.38,3162.43
2020-05-13,300750,138.26,121542,-0.53,-0.74,3053.33
2020-05-14,300750,135.6,114335,-1.92,-2.66,3053.33
2020-05-15,300750,145.48,322121,7.29,9.88,3053.33
2020-05-18,300750,141.81,160889,-2.52,-3.67,3053.33
2020-05-19,300750,143.26,104252,1.02,1.45,3163.75
2020-05-20,300750,149.3,329693,4.22,6.04,3163.75
2020-05-21,300750,147.46,154876,-1.23,-1.84,3163.75
2020-05-22,300750,142.81,148173,-3.15,-4.65,3153.82
2020-05-25,300750,144.3,103782,1.04,1.49,3184.87
2020-05-26,300750,150.03,174865,3.97,5.73,3184.87
2020-05-27,300750,151.5,181049,0.98,1.47,3184.87
2020-05-28,300750,147.84,174247,-2.42,-3.66,3263
2020-05-29,300750,145.53,141428,-1.56,-2.31,3263
2020-06-01,300750,150.95,151766,3.72,5.42,3263
2020-06-02,300750,149.46,137030,-0.99,-1.49,3263
2020-06-03,300750,148.5,113635,-0.64,-0.96,3277.56
2020-06-04,300750,150,137574,1.01,1.5,3277.56
2020-06-05,300750,151.2,98627,0.8,1.2,3277.56
2020-06-08,300750,151.4,105604,0.13,0.2,3277.56
2020-06-09,300750,153.96,150699,1.69,2.56,3398.07
2020-06-10,300750,156.68,198210,1.77,2.72,3398.07
2020-06-11,300750,163.98,368177,4.66,7.3,3398.07
2020-06-12,300750,159.3,252446,-2.85,-4.68,3515.93
2020-06-15,300750,157.7,159452,-1,-1.6,3480.62
2020-06-16,300750,160,131297,1.46,2.3,3480.62
